dbid,jp_name,en_name
"694","間仕切り","eastern partition"
"695","《破壊の斧》","<Axe of Destruction>"
"696","魔力の嵐の魔法書","magic storm"
"697","マジックボルトの魔法書","magic bolt"
"698","食塩水","salt solution"
"699","リトル捕獲玉","little ball"
"700","タウンブック","town book"
"701","デッキ","deck"
"702","うさぎのしっぽ","rabbit's tail"
"703","ホイッスル","whistle"
"704","ゲロゲロ","vomit"
"705","《乞食のペンダント》","<Begger's Pendant>"
"706","下落のポーション","descent"
"707","《ストラディバリウス》","<Stradivarius>"
"708","復活の書","resurrection"
"709","契約の巻物","contingency"
"710","契約の魔法書","contingency"
"711","進化のポーション","evolution"
"712","ダンジョンの権利書","dungeon"
"713","手裏剣","shuriken"
"714","手榴弾","grenade"
"715","クミロミの秘密の経験","Kumiromi"
"716","《バニラロック》","<Vanilla Rock>"
"717","ロミアスの秘密の経験","Lomias"
"718","《シーナのパンティー》","<Shena's Panty>"
"719","《クレイモア》","<Claymore>"
"720","幸せのベッド","happy bed"
"721","エヘカトル像","Ehekatl"
"722","《アルバレスト》","<Arbalest>"
"723","《ツインエッジ》","<Twin Edge>"
"724","音楽チケット","music ticket"
"725","《キルキルピアノ》","<Kill Kill Piano>"
"726","《アル・ウード》","<Al'ud>"
"727","《棘の盾》","<Shield ofThorn>"
"728","《紅凛》","<Crimson Plate>"
"729","おみやげ","gift"
"730","友情の証","friendship"
"731","四次元ポケットの魔法書","4 dimensional pocket"
"732","収穫の魔法書","harvest"
"733","サンドバッグ","sand bag"
"734","小さな宝くじ箱","small gamble chest"
"735","大鎌","scythe"
"736","耐熱コーティング液","fireproof liquid"
"737","名前の巻物","name"
"738","フォーチュンクッキー","fortune cookie"
"739","《フリージアの尻尾》","<Frisia's Tail>"
"740","《謎の貝》","<Unknown Shell>"
"741","《飛竜刀》","<Hiryu-To>"
"742","すくつ探索許可証","the void explorer"
"743","《カルネアデスの板》","Carneades"
"744","シュレディンガーの猫","Schrodinger's cat "
"745","こころ","heart"
"746","調教鞭","tamer's whip"
"747","ボコノンの書","Bokonon"
"748","召喚石","summoning crystal"
"749","創造主の像","Creator"
"750","昇り階段","upstairs"
"751","降り階段","downstairs"
"752","お年玉","new year's gift"
"753","こたつ","kotatsu"
"754","だるま","daruma"
"755","鏡もち","kagami mochi"
"756","もち","mochi"
"757","《五本角の兜》","<Five Horned Helm>"
"758","《マウザーC96カスタム》","<Mauser C96 Custom>"
"759","ライトセーバー","lightsabre"
"760","ガロクの槌","Garok's hammer"
"761","《グールドのピアノ》","<Gould's Piano>"
"762","聖夜祭の花冠","festival wreath"
"763","台座","pedestal"
"764","カウンター","counter"
"765","赤い屋根の屋台","red stall"
"766","青い屋根の屋台","blue stall"
"767","ジュアの抱き枕","Jure's body pillow"
"768","正月飾り","new year's decoration"
"769","ミニチュアツリー","miniature tree"
"770","ラムネ","soda"
"771","ブルーカプセルドラッグ","blue capsule drag"
"772","トマト","tomato"
"773","おっきな本棚","large bookshelf"
"774","高級キャビネット","luxury cabinet"
"775","特製肉まんじゅう","special steamed meat bun"
"776","クミロミ像","Kumiromi"
"777","マニ像","Mani"
"778","高級ソファー","luxury sofa"
"779","鹿の剥製","deer head"
"780","毛皮の敷物","fur carpet"
"781","包丁","kitchen knife"
"782","皿","dish"
"783","レシピ","recipe"
"784","カードパック","card pack"
"785","塩","salt"
"786","砂糖","sugar"
"787","ふかふかパン","puff puff bread"
"788","骨弓","skull bow"
"789","合成の壺","pot for fusion"
"790","《賢者の錬金釜》","pot of alchemist"
"791","《ドラゴン殺し》","<Dragon Slayer>"
"792","プチトロ","putitoro"
"793","《パイルバンカー帯電式Y型》","<Pile Driver>"
"794","《ネガティブエッヂ》","<Negative Edge>"
"795","《GAU-17ミニガン改》","<GAU-17 Custom>"
"796","《寛永通宝》","<Kaneituuhou>"
"797","ヤカテクトの小遣銭の宝玉","god medal"
"798","《轟海刀》","<Dynamic Saber>"
"799","ヴェルニースオリジナル","<Vernis Original>"
"800","《特殊防護スーツ》","<Awesome Swimwear>"
"801","《落椿》","<Oti-Tubaki>"
"802","《カストル＆ポルックス》","<Gemini >"
"803","《英雄のマント》","<Hero's cloak>"
"804","《ギガモールの骨鎌》","<Beast Sickle>"
"805","《神壊の大戦斧》","<God Breaker>"
"806","《G3-EXA》","<G3-EXA>"
"807","《ドレッドノート》","<Dreadnought>"
"808","《カインドネス》","<Kindness Blade>"
"809","姉の日記","OlderSister's diary"
"810","《ストームブリンガー》","<Stormbringer>"
"811","姉の秘密の日記","dog sister's diary"
"812","おにぎり","rice ball"
"813","《リボルケイン》","<Solar Cane>"
"814","《メタルヴェスダの機械翼》","<Metal Wing of Vesda>"
"815","砂のお城","sand castle"
"816","《ベーラヤ・スメルチ》","<Valkoinen Kuolema>"
"817","狙撃銃","sniper rifle"
"818","マニの切り札の宝玉","satellite shooter"
"819","《暴風の首輪》","<Tempest coller>"
"820","《運命の輪》","<Wheel of fortune>"
"821","《大地の足枷》","<Fetter of earth>"
"822","《神緑の茨》","<Green god thorn>"
"823","《機械拘束具》","<Mechanical binder>"
"824","《不殺の刺又》","<Sasumata>"
"825","ギャラメﾞル","caramel of termination"
"826","《妖刀黒鳥兜》","<Black monkshood>"
"827","《精霊手甲》","<Blue Spirit>"
"828","《金色の鎖》","<Aureate Constricter>"
"829","《魔断の指輪》","<Magic Canceler>"
"830","《ライ》","<Stone Coin>"
"831","《神を殺せる本》","<Buster Book>"
"832","クズ竜","waste art"
"833","グリア結晶","glia crystal"
"834","蓄電池","accumulator"
"835","火鉢","hibachi"
"836","殺人ＣＤ","murder CD"
"837","トロール細胞","troll cell"
"838","イカロスの翼","ikaros wing"
"839","エーテルの鏡","ether mirror"
"840","カオスジュエル","chaos jewel"
"841","ランプラント","lamp plant"
"842","ブラックドリップ","black drip"
"843","マジカルアイス","magic ice"
"844","かき氷","shaved ice"
"845","和太鼓","wadaiko"
"846","《ナイトメア》","<Nightmare>"
"847","スピードリンク","speed upper"
"848","玉手弁当","aging lunch"
"849","逆玉手弁当","age return lunch"
"850","《ST-03 スマッシュ》","<Smash Tonfa>"
"851","《菊十文字》","<Gerbera Cross>"
"852","禁断の肉塊","forbidden meat"
"853","狂人の日記","Insane book"
"854","《釘ストラディバリウス》","<Nail Stradivarius>"
"855","観賞用レーション(荷車)","ration"
"856","巨大マリモ(荷車)","marimo"
"857","エフェクト・スキャナー","effect scanner"
"858","ヤカテクト像","Yacatect"
"859","イツパロトル像","Itzpalt"
"860","《躰蝕の魔杖》","<Vital flayer>"
"861","《シールド・シールド》","<Sealed Shield>"
"862","《ゴルネ・ツィーベル》","<Zwiebel>"
"863","《フレイムザンバー》","<Flame Edge>"
"864","三角木馬","wooden horse"
"865","コマンドフラッグ","command flag"
"866","《ノヴァ・グレネード》","<Nova Grenade>"
"867","イス焼き","yith-yaki"
"868","《スパイラルカオス》","<Unicorn Drill>"
"869","",""
"870","フェザーの魔法書","feather"
"871","《ST-04 セイバー》","<Saber Tonfa>"
"872","吽形の狛犬","koma-inu"
"873","阿形の狛犬","koma-inu"
"874","《フラッシュボウガン》","<Flash Crossbow>"
"875","《七光の大弓》","<Rainbow>"
"876","犬笛","<Dog Whistle>"
"877","賢者の石仮面","Philosopher's Stone Mask"
"878","かきこむ名刺","Blank Business Card"
"879","《アルアビス》","<Mag-Abyss>"
"880","《斬り札》","<Slash Joker>"
"881","《AA-12アドバンス》","<AA-12 Advance>"
"882","サンクティオ","aqua sanctio"
"883","大災薬","disaster"
"884","ネクタル","nektar "
"885","ソーマ","soma"
"886","魔よけの人形","<Cleaning Doll>"
"887","月蝕の波動の魔杖","eclipse"
"888","《ムーンライトセーバー》","<Moonlight>"
"889","手作りチョコ","handmade chocolate"
"890","マシンルアー","<super lure>"
"891","《イーグル＆レオン》","<Griffon>"
"892","《ST-02 シールド》","<Shield Tonfa>"
"893","《ST-05 ソニック》","<Sonic Tonfa>"
"894","マンドラサラダ","mandrake salad"
"895","《ST-01 サクリファイス》","<Sacrifice Tonfa>"
"896","誰かの日記","mysterious diary"
"897","引越しの権利書","removal deed"
"898","《ドレイクロッド》","<Drake Rod>"
"899","《グラビトンアクス》","<Gravity Axe>"
"900","アストラル光筆","astral light pen"
"901","雷光の波動の魔杖","lightning ball"
"902","たらばがに","coconut crab "
"903","闇の棺","coffin of necromancy"
"904","《ウォースーツ》","<War Suit>"
"905","《危険な水着》","<Danger Swimwear>"
"906","栗","chestnut"
"907","チョコレート手作りキット","kit of making chocolate"
"908","《常闇の杖》","<Vice Staff>"
"909","廃モンスター牧場の権利書","discarded ranch"
"910","ミニチュア魔導船","miniature blimp"
"911","永久防腐剤","antiseptic"
"912","スイカ","watermelon"
"913","メロン","muskmelon"
"914","バナナ","banana"
"915","梨","apple pear"
"916","パイン","pineapple"
"917","ポテト","potato"
"918","コーン","corn"
"919","ナス","eggplant"
"920","有機肥料","organic fertilizer"
"921","大型ブラシ","big brush"
"922","《ネイベル・ネクス》","<Astral Sickle>"
"923","《ガルバグナウ》","<Gur Bagh Nakh>"
"924","ダイヤモンド","brilliant diamond"
"925","エメラルド・タブレット","emerald tablet"
"926","ルビナス","brilliant rubynus"
"927","セルパン","serpent"
"928","リコーダー","recorder"
"929","オカリナ","ocarina"
"930","リンカネイト","soul spindle"
"931","覚醒の宝玉","Wake up of nefia"
"932","クラムベリー","crimberry"
"933","麻薬煙管","drug kiseru"
"934","",""
"935","常世桜","sakura"
"936","材木","wood material"
"937","連弩","repeating bow"
"938","鉤爪","claw"
"939","大岩","rock"
"940","《アステロイドベルト》","<Asteroid Belt>"
"941","火吸の勾玉","magatama"
"942","どんぐり","acorn"
"943","黄金どんぐり","gold acorn"
"944","柿","kaki"
"945","ロミアス","romias"
"946","四つ葉のクローバー","four-leaf clover"
"947","ジュークボックス","Juke box"
"948","《音切爪》","<Otogiri>"
"949","《大太刀鳳閃火》","<Housenka>"
"950","《トリシューラ》","<Trishula>"
"951","《N97対戦艦自動砲》","<N97 Cannon>"
"952","特製深海弁当","abyss lunch"
"953","弩砲","ballista"
"954","鎖鎌","chainsickle"
"955","ソックス","sox"
"956","鞭","whip"
"957","《スンバラリアヘッド》","<Sunbararia Helm>"
"958","《グランデイル》","<Grandel>"
"959","《メロディウス》","<Melodyus>"
"960","石材","stone material"
"961","ペットハウス","pethouse"
"962","ミニチュアゴーレム","small wooden golem"
"963","仏像","butuzou"
"964","地蔵","zizou"
"965","ミニチュアゴーレム","small stone golem"
"966","天使の像","angel statue"
"967","E,G,G","E.G.G"
"968","マインドディスク","mind disc"
"969","ネフィアティア","core of nefia"
"970","神雫石","tear of god"
"971","九神の印","nine god sign"
"972","被水の勾玉","magaqua"
"973","マグナム弾","magnum"
"974","《アイヴィ・スパイン》","<Ivy Spine>"
"975","《アルジェントスノウ》","<Argent Snow>"
"976","集中力向上のポーション","concentration"
"977","翼鳥のポーション","feather"
"978","集中の魔法書","concentration"
"979","かぼちゃランタン","jack lantern"
"980","インサイトレンズ","insight lens"
"981","《ウサミミ》","<Usamimi>"
"982","眠り羊の夢枕","sleep sheep"
"983","《ブラッディ・ティアーズ》","<Bloody Tears>"
"984","デュエルグローブ","duel glove"
"985","《ラッキーアーモンド》","<Lucky Almonds>"
"986","《HL-KRSW》","<HL-KRSW>"
"987","暴れる魔剣","skull sword"
"988","マギスト","magistus"
"989","トリス・マギストス","trismagistus"
"990","不思議な秘宝","wonder body former"
"991","異界墓地の鍵","DD cemetery key"
"992","大型ピクニックバスケット","large picnic basket"
"993","空の大型バスケット","large empty basket"
"994","四次元ミラー","4-Dimensional mirror"
"995","《スパディール》","<Spadille>"
"996","《イオンチャクラム》","<Ion Cakram>"
"997","《鬼のパンツ》","<Pants of Ogre>"
"998","《ソニックブルーム》","<Sonic Broom>"
"999","オメガ変異殻","omega shift core"
"1000","デルタ変異殻","delta shift core"
"1001","ガンマ変異殻","gamma shift core"
"1002","ベータ変異殻","beta shift core"
"1003","アルファ変異殻","alpha shift core"
"1004","ジュースミキサー","Juice mixer"
"1005","",""
"1006","《ウィーテハウク》","<The White Hawk>"
"1007","《GARMS-2》","<Mighty Arms>"
"1008","暴魔の大剣","violent skull sword"
"1009","爆発する原子力の死んだライオン","NUCLEAR DEAD LION"
"1010","《ブラッドロッド》","<Blood rod>"
"1011","魔女の練り菓子","kneaded sweets of witch"
"1012","輪廻鋏","<Scissors of Kumiromi>"
"1013","おさかなマグカップ","<Mug of Ehekatl>"
"1014","古霜の栞","<Bookmark of Itzpalt>"
"1015","レッドアンダーリム","<Glasses of Yacatect>"
"1016","特殊信号拳銃","<Very pistol of Mani>"
"1017","媚赤蝋燭","<Candle of Luluwy>"
"1018","健康のお守り","<Amulet of Jure>"
"1019","ヘヴィダンベル","<Dumbbell of Opatos>"
"1020","《流星群のセスタス》","<Cestus of Meteors>"
"1021","コマンドタクト","Taktstock"
"1022","特殊矢弾箱","special ammos box"
"1023","ファーストエイド","first aid kit"
"1024","《研究員の閻魔帳》","researcher's diary"
"1025","《イェーキュブ・スフィア》","<Amulet of Yekub>"
"1026","猛毒の波動の魔杖","poison ball"
"1027","マジックレーザーの魔杖","magic laser"
"1028","快眠ブランケット","pleasant sleep blanket"
"1029","パンツァーファウストＸ","panzerfaust X"
"1030","M202スペシャル","M202 special"
"1031","アトミックランチャー","atomic launcher"
"1032","泡沫の波動の魔杖","bubble ball"
"1033","ハイドロボルトの魔法書","hydro bolt"
"1034","《鎖惨渦》","<Sasanqua Sickle>"
"1035","精油","essential oil"
"1036","揮発油","gasoline"
"1037","エレメントアイズ","Elements Eyes"
"1038","《ヘルティアーレ》","<Heltiarre>"
"1039","《髑髏三日月》","<Dokuro-Mikaduki>"
"1040","不思議の国のキノコスープ","soup of wonderland"
"1041","ブロンズ硬貨","bronze coin"
"1042","《ズガイクライ》","<Zugaikurai>"
"1043","タバコ","tobacco"
"1044","紙巻タバコ","cigarette"
"1045","葉巻","hamaki"
"1046","パイプ","tobacco pipe"
"1047","キセル","kiseru"
"1048","吸い殻","suigara"
"1049","《邪成鎌ネクロマンティス》","<Necromantis>"
"1050","ビジャーキー","b-jerky"
"1051","連装花火ランチャー","hanabi"
"1052","コショウ","pepper"
"1053","醤油","soy sauce"
"1054","万能ムギ","bannou mugi"
"1055","稲","rice"
"1056","コーヒー豆","coffee beans"
"1057","茶葉","tea leaf"
"1058","《グリエルゼン》","<Guliwelzen>"
"1059","プレゼント","present"
"1060","名工のリペアキット","craft repair kit"
"1061","","wild flower"
"1062","バイオプリンター","bio printer"
"1063","《ヨワリ・テスカトル》","<Yohualli Tezcatl>"
"1064","退芭符","ohuda"
"1065","素敵な花束","lovely bouquet"
"1066","スターダスト","stardust"
"1067","《クラウンポイント》","<Crown Point>"
"1068","黄昏の心臓","Heart of twilight "
"1069","",""
"1070","緑茶","green tea"
"1071","家畜の餌","livestock feed"
"1072","ヨーグルト","yogurt"
"1073","バター","butter"
"1074","チーズ","cheese"
"1075","《黄金剣舞翼》","<Assault Gold>"
"1076","守護石の魔法書","gem"
"1077","宝石絢爛のポーション","gem"
"1078","賢皇薬","wisdom"
"1079","大豆","soybean"
"1080","とうふ","tofu"
"1081","納豆","natto"
"1082","油揚げ","fried tofu"
"1083","《腹切丸》","<Harakiri>"
"1084","120万納税書","1.2 million tax certificate"
"1085","1200万納税書","12 million tax certificate"
"1086","柔のマテリウム","soft materium"
"1087","柔のハイマテリウム","soft high materium"
"1088","剛のマテリウム","hard materium"
"1089","剛のハイマテリウム","hard high materium"
"1090","鋭のマテリウム","sharp materium"
"1091","鋭のハイマテリウム","sharp high materium"
"1092","《神々の枷鎖》","<God Binder>"
"1093","スキルチケット","skill ticket"
"1094","めざマニ時計","mani's alarm clock"
"1095","絵画《エヘカトルとメカジキ》","painting of ehekatl and swordfish"
"1096","イツパロトルの胸像","itzpalt's sculpture"
"1097","ヤカテクト預金箱","yacatect's bank"
"1098","ルルウィの写真集","lulwy's photo collection"
"1099","くみろみぐるみ","kumiromi-gurumi"
"1100","ダウジングオパートス","dowsing opatos"
"1101","《ビートルパワーボーグ》","<Beetle Cyborg>"
"1102","ドライフルーツ","dried fruit"
"1103","干し野菜","dried vegetable"
"1104","干物","dried fish"
"1105","謎の茶封筒","mysterious envelope"
"1106","クリスマスケーキセット","christmas cake set"
"1107","お雑煮","ozouni"
"1108","おしるこ","osiruko"
"1109","ハンバーガー","hamburger"
"1110","《グラヴィテール》","<Gravitail>"
"1111","《ダブルヘリックス》","<Rasen>"
"1112","《魔術式拘束服》","<Magic Restraint>"
"1113","如意耳掻棒","nyoi mimikaki"
"1114","生体バッテリー","bio battery"
"1115","ジョロジョロ","urine"
"1116","撒き餌","ground bait"
"1117","ウサギの足(荷車)","rabbit foot"
"1118","地獄絵図(荷車)","eruption painting"
"1119","《次元間力観測実験報告書》","Observation report"
"1120","アラートドキシン","encount canceller"
"1121","執事の日記","butler's diary"
"1122","硫黄","sulfur"
"1123","粘土","clay"
"1124","謎の化石","something fossil"
"1125","古代の焼き物","ancient pottery"
"1126","装飾陶器","decorative pottery"
"1127","磁器人形","bisque doll"
"1128","ガム","chewing gum"
"1129","ガムの残骸","gum remnant"
"1130","魔神の欠片","dark fragment"
"1131","麦茶","mugi tea"
"1132","コーラ","cola"
"1133","ボムタル","bomb barrel"
"1134","物件移設の申請書","property transfer deed"
"1135","姿勢制御アンカー","Fixity anchor"
"1136","抗体結晶","cure crystal"
"1137","チクリー","chicury"
"1138","フェーン","fane"
"1139","小枝","twig"
"1140","双銃","gun pair"
"1141","炎弩","crossfire"
"1142","斬弓","blade bow"
"1143","節棍","nunchaku"
"1144","錫杖","shakujo"
"1145","星球槌","star hammer"
"1146","戦槌","war hammer"
"1147","骨鎌","bone scythe"
"1148","鋏鎌","scissors"
"1149","鎖鋸","chain saw"
"1150","投斧","tomahawk"
"1151","騎士槍","lance"
"1152","螺旋機","drill"
"1153","細剣","fleure"
"1154","苦無","kunai"
"1155","浄化消毒薬","disinfectant"
"1156","《小人の魔法弓》","<Ling's Bow>"
"1157","《リンカルス》","<Rinkhals>"
"1158","《黄泉戸欠片》","<Yomi-to>"
"1159","《スコル・ピアス》","<Scorpierce>"
"1160","《ナズナの靴下》","<Nazuna's Sox>"
"1161","《電磁炎弩》","<Cross Rail>"
"1162","《三烈棍》","<Power Triangle>"
"1163","《炎獄曼荼羅》","<Engoku>"
"1164","《ヌメニウス》","<Numenius>"
"1165","《DGT-101》","<DGT-101>"
"1166","《轟天》","<Gouten>"
"1167","《エペクレイル》","<Epeclair>"
"1168","《伍連華草》","<Go-Renge>"
"1169","《カニカマ》","<Kani-kama>"
"1170","《ライトセーバーっぽい杏仁豆腐》","<ANNINDOFU LIKE A LIGHTSABRE>"
"1171","《エビフライト》","<Fright Prawn>"
"1172","冷吸の勾玉","magaice"
"1173","ウィッチクラフトの巻物","witchcraft"
"1174","作物管理セット","crop management tools"
"1175","木人","<moku-jin>"
"1176","赤竜石","dragon's red"
"1177","チンアナゴ","spotted garden eel "
"1178","宝石珊瑚","jewel coral"
"1179","水草","aquatic plant"
"1180","ヤカポイントカード","yaca point card"
"1181","煙玉","kemuridama"
"1182","《劫波の針》","<Kalpa Hand>"
"1183","《バンブニール》","<Bambnir>"
"1184","《レイヴンブランド》","<Ravenbrand>"
"1185","《破竹魔甲冑》","<Bamagicar>"
"1186","《世界制服》","<Clothworld>"
"1187","大型馬車の権利書","carriage"
"1188","輸送車の権利書","truck"
"1189","魔導機関車の権利書","magic locomotive"
"1190","陸上戦艦の権利書","land battleship"
"1191","記憶片","debris"
"1192","《依頼についてのアドバイス》","quest advice"
"1193","《釣り入門》","fishing introduction"
"1194","紅魔神石","crimson dark orb"
"1195","蒼魔神石","blue dark orb"
"1196","翠魔神石","green dark orb"
"1197","原稿","manuscript"
"1198","",""
"1199","オペレートボード","operating board"
"1200","",""
"1201","",""
"1202","",""
"1203","",""
"1204","変憶結晶","memory converter"
"1205","浮遊要塞の鍵","Floating fortress key"
"1206","特殊重婚許可証","Bigamy Permit"
"1207","矛盾勲章","Contradiction"
"1208","光子妖精","Photon Fairy"
"1209","Ｇフィンガー","G-Finger"
"1210","レシマスの欠片","Lesimas Fragment"
"1211","レミードの欠片","Rehmido Fragment"
"1212","軍神の欠片","Chaos Fragment"
"1213","浄水筒","filtration bottle"
"1214","黄金像","golden doll"
"1215","黄金蜂蜜酒","golden mead"
"1216","M12-成功のラピスラズリ","M12-Lapis Lazuli"
"1217","M11-友情のトパーズ","M11-Topaz"
"1218","M10-希望のオパール","M10-Opal"
"1219","M09-慈愛のサファイア","M09-Sapphire"
"1220","M08-円満のサードニクス","M08-Sardonyx"
"1221","M07-威厳のルビー","M07-Ruby"
"1222","M06-情熱のアレキサンドライト","M06-Alexandrite"
"1223","M05-誠実のエメラルド","M05-Emerald"
"1224","M04-無垢のダイヤモンド","M04-Diamond"
"1225","M03-聡明のアクアマリン","M03-Aquamarine"
"1226","M02-高貴のアメジスト","M02-Amethyst"
"1227","M01-真実のガーネット","M01-Garnet"
"1228","喪蝉","dying cicada"
"1229","水の牙の魔法書","hydro fang"
"1230","音の砲弾の魔法書","sound cannonball"
"1231","毒の粘液の魔法書","poison mucus"
"1232","幻惑の棘の魔法書","mind thorn"
"1233","電撃の槍の魔法書","lightning spear"
"1234","冷気の刃の魔法書","cold blade"
"1235","火炎の爪の魔法書","fire claw"
"1236","ナーブボルトの魔法書","nerve bolt"
"1237","カオスボルトの魔法書","chaos bolt"
"1238","サウンドボルトの魔法書","sound bolt"
"1239","ポイズンボルトの魔法書","poison bolt"
"1240","ネザーボルトの魔法書","nether bolt"
"1241","苦悶の檻の魔法書","anguish jail"
"1242","夢幻の咆哮の魔法書","illusion roar"
"1243","泡沫の嵐の魔法書","bubble storm"
"1244","猛毒の嵐の魔法書","poison storm"
"1245","冥王の咆哮の魔法書","nether roar"
"1246","月蝕の檻の魔法書","eclipse jail"
"1247","雷霆の渦の魔法書","thunder vortex"
"1248","靴下","socks"
"1249","アウルテホム","Aurtehom"
"1250","コマンドホイッスル","command whistle"
"1251","アネワッシャー","anering"
"1252","強化星維","starfiber"
"1253","SuエクステンダーY","SurvivabilityEXtenderY"
"1254","SuエクステンダーX","SurvivabilityEXtenderX"
"1255","スピリチウム","spiritium"
"1256","スペードの宝札","master of spade"
"1257","クラブの宝札","master of club"
"1258","ハートの宝札","master of heart"
"1259","ダイヤの宝札","master of diamond"
"1260","光子バズーカ砲","laser bazooka"
"1261","コルクパック","cork pack"
"1262","ビーダマ","b-dama"
"1263","ボトルキャップ","bottle cap"
"1264","デルネフィアの花","dernefia"
"1265","",""
"1266","構成粘菌","slime mold"
"1267","フカグルミ","fukagurumi"
"1268","Ｘフレーム","X-Frame"
"1269","PVフィクサー","PV fixer"
"1270","DVフィクサー","DV fixer"
"1271","Resアッパー","Res upper"
"1272","闘魂石","fighting destone"
"1273","魔導結石","mana destone"
"1274","覚醒の閃石","awake destone"
"1275","白魔神石","white dark orb "
"1276","潜水艦の権利書","submarine"
"1277","軍用艦の権利書","warship"
"1278","客船の権利書","cruise ship"
"1279","海賊船の権利書","pirate ship"
"1280","漁船の権利書","fishing ship"
"1281","巨大イカダの権利書","huge raft"
"1282","ワカメ","wakame"
"1283","昆布","kombu"
"1284","もずく","mozuku"
"1285","ホタテ","hotate"
"1286","ハマグリ","hamaguri"
"1287","サザエ","sazae"
"1288","強身薬","physical"
"1289","禍多岐薬","calamity"
"1290","阿苦薬","agony"
"1291","引き寄せの巻物","attract"
"1292","収穫の巻物","harvest"
"1293","奴隷バタバタ","slave wheel"
"1294","奴隷グルグル","slave spinner"
"1295","浮遊檻","float cage"
"1296","収容所の権利書","camp"
"1297","立派な鎖","splendid chain"
"1298","労働エナジードリンク","toil-energy drink"
"1299","ポーションの栓","potion plug"
"1300","ペット訓練券","pet training ticket"
"1301","《秘伝魔紙》","<Hiden Mashi>"
"1302","《金毛発破》","<Konmou Happa>"
"1303","《骨噛矛》","<Honegum>"
"1304","エキノボックス","echinobox"
"1305","放雷針","lightning discharger"
"1306","暗黒弾","darknessbang"
"1307","雪の大結晶","snow crystal"
"1308","ミラクリー","mimirrocry"
"1309","シュールストレミング","surstromming"